Term Amount,Add Array Memory,Add Array Time,Add List Memory,Add List Time,Generate Array Memory,Generate Array Time,Generate List Memory,Generate List Time,Multiply Array Memory,Multiply Array Time,Multiply List Memory,Multiply List Time,Process Array Memory,Process Array Time,Process List Memory,Process List Time
Term Amount,Array,Array,List,List,Array,Array,List,List,Array,Array,List,List,Array,Array,List,List
1630,156784,0.551,204240,0.995,26080,0.057,52160,0.18,8444888,254.583,7344000,392.225,0,0.102,0,0.096
1630,156784,0.35,204240,0.963,26080,0.062,52160,0.185,8444888,288.562,7344000,354.733,0,0.097,0,0.102
1630,156784,0.339,204240,0.956,26080,0.057,52160,0.181,8444888,259.361,7344000,320.243,0,0.102,0,0.115
1640,157032,0.351,204072,0.907,26240,0.093,52480,0.181,8490968,324.525,7406776,328.953,0,0.098,0,0.115
1640,157032,0.345,204072,0.88,26240,0.059,52480,0.181,8490968,273.278,7406776,361.95,0,0.116,0,0.102
1640,157032,0.346,204072,0.879,26240,0.059,52480,0.188,8490968,316.361,7406776,453.273,0,0.103,0,0.097
1640,157032,0.343,204072,0.875,26240,0.057,52480,0.18,8490968,268.651,7406776,331.909,0,0.102,0,0.102
1640,157032,0.351,204072,0.99,26240,0.056,52480,0.181,8490968,260.597,7406776,388.836,0,0.097,0,0.102
1650,157808,0.35,205136,1.142,26400,0.056,52800,0.185,8537048,272.827,7401736,327.066,0,0.103,0,0.116
1650,157808,0.499,205136,0.997,26400,0.056,52800,0.188,8537048,301.944,7401736,353.755,0,0.102,0,0.103
1650,157808,0.36,205136,1.632,26400,0.055,52800,0.182,8537048,265.814,7401736,316.984,0,0.098,0,0.097
1650,157808,0.365,205136,1.024,26400,0.056,52800,0.182,8537048,272.122,7401736,376.789,0,0.103,0,0.105
1650,157808,0.344,205136,0.969,26400,0.056,52800,0.181,8537048,270.573,7401736,324.452,0,0.097,0,0.102
1660,158872,0.359,206872,0.974,26560,0.057,53120,0.2,8583128,339.571,7361976,324.793,0,0.103,0,0.115
1660,158872,0.352,206872,1.013,26560,0.056,53120,0.183,8583128,261.833,7361976,420.173,0,0.103,0,0.103
1660,158872,0.355,206872,0.957,26560,0.056,53120,0.183,8583128,273.233,7361976,336.43,0,0.104,0,0.104
1660,158872,0.351,206872,0.945,26560,0.059,53120,0.183,8583128,275.275,7361976,328.767,0,0.098,0,0.098
1660,158872,0.357,206872,0.952,26560,0.056,53120,0.189,8583128,304.458,7361976,380.497,0,0.106,0,0.103
1670,159360,0.355,207264,1.026,26720,0.057,53440,0.185,8629208,269.981,7397984,343.243,0,0.104,0,0.116
1670,159360,0.407,207264,0.962,26720,0.056,53440,0.184,8629208,282.782,7397984,349.908,0,0.099,0,0.104
1670,159360,0.358,207264,0.968,26720,0.064,53440,0.185,8629208,286.911,7397984,382.677,0,0.104,0,0.126
1670,159360,0.425,207264,0.975,26720,0.057,53440,0.189,8629208,329.299,7397984,343.955,0,0.099,0,0.113
1670,159360,0.349,207264,0.943,26720,0.056,53440,0.183,8629208,302.273,7397984,327.014,0,0.104,0,0.109
1680,160424,0.37,209000,1.025,26880,0.056,53760,0.186,8675288,276.44,7427048,360.11,0,0.117,0,0.119
1680,160424,0.35,209000,0.995,26880,0.056,53760,0.187,8675288,299.114,7427048,336.42,0,0.1,0,0.106
1680,160424,0.358,209000,1.025,26880,0.057,53760,0.19,8675288,293.34,7427048,353.386,0,0.105,0,0.105
1680,160424,0.365,209000,0.97,26880,0.057,53760,0.185,8675288,279.134,7427048,505.888,0,0.099,0,0.1
1680,160424,0.347,209000,0.964,26880,0.056,53760,0.191,8675288,276.931,7427048,337.73,0,0.104,0,0.105
1690,161008,0.359,209616,1.03,27040,0.058,54080,0.194,8721368,389.079,7350720,368.556,0,0.1,0,0.119
1690,161008,0.363,209616,0.989,27040,0.057,54080,0.196,8721368,283.753,7350720,449.923,0,0.105,0,0.108
1690,161008,0.354,209616,1.194,27040,0.057,54080,0.185,8721368,299.838,7350720,366.901,0,0.1,0,0.105
1690,161008,0.499,209616,1.119,27040,0.057,54080,0.186,8721368,294.24,7350720,392.278,0,0.108,0,0.1
1690,161008,0.36,209616,0.996,27040,0.06,54080,0.192,8721368,319.633,7350720,454.144,0,0.112,0,0.105
1700,161376,0.368,209728,0.956,27200,0.058,54400,0.187,8767448,338.272,7425480,345.772,0,0.101,0,0.126
1700,161376,0.361,209728,1.002,27200,0.058,54400,0.189,8767448,274.025,7425480,408.178,0,0.106,0,0.101
1700,161376,0.363,209728,0.942,27200,0.057,54400,0.187,8767448,397.885,7425480,396.965,0,0.1,0,0.106
1700,161376,0.357,209728,0.943,27200,0.058,54400,0.257,8767448,291.834,7425480,340.58,0,0.106,0,0.101
1700,161376,0.432,209728,1.135,27200,0.057,54400,0.187,8767448,317.137,7425480,359.768,0,0.1,0,0.106
1710,162104,0.361,210680,1.145,27360,0.058,54720,0.188,8813528,324.15,7454432,335.281,0,0.106,0,0.141
1710,162104,0.372,210680,0.965,27360,0.058,54720,0.189,8813528,283.353,7454432,595.604,0,0.106,0,0.102
1710,162104,0.367,210680,0.955,27360,0.058,54720,0.194,8813528,283.165,7454432,598.145,0,0.101,0,0.107
1710,162104,0.361,210680,0.946,27360,0.058,54720,0.188,8813528,278.965,7454432,585.291,0,0.106,0,0.106
1710,162104,0.419,210680,1.662,27360,0.058,54720,0.188,8813528,344.23,7454432,961.105,0,0.104,0,0.102
1720,163360,0.365,212864,1.054,27520,0.058,55040,0.189,9153152,289.245,9366016,551.704,0,0.108,0,0.128
1720,163360,0.377,212864,1.263,27520,0.058,55040,0.197,9153152,290.301,9366016,606.211,0,0.102,0,0.108
1720,163360,0.364,212864,1.086,27520,0.057,55040,0.189,9153152,333.023,9366016,636.937,0,0.107,0,0.102
1720,163360,0.37,212864,1.033,27520,0.058,55040,0.189,9153152,322.09,9366016,375.96,0,0.107,0,0.108
1720,163360,0.424,212864,1,27520,0.058,55040,0.189,9153152,296.711,9366016,579.702,0,0.102,0,0.102
1730,164304,0.438,214320,0.968,27680,0.061,55360,0.196,8905688,291.395,7393224,398.087,0,0.107,0,0.126
1730,164304,0.38,214320,0.899,27680,0.059,55360,0.191,8905688,346.413,7393224,417.569,0,0.102,0,0.107
1730,164304,0.364,214320,0.909,27680,0.059,55360,0.19,8905688,291.29,7393224,419.27,0,0.108,0,0.102
1730,164304,0.375,214320,0.716,27680,0.059,55360,0.19,8905688,288.007,7393224,364.223,0,0.118,0,0.108
1730,164304,0.494,214320,0.635,27680,0.059,55360,0.196,8905688,307.974,7393224,435.341,0,0.103,0,0.108
1740,164768,0.376,214656,0.621,27840,0.061,55680,0.191,9028088,321.202,7561832,432.11,0,0.109,0,0.124
1740,164768,0.38,214656,0.596,27840,0.059,55680,0.193,9028088,286.968,7561832,436.187,0,0.103,0,0.108
1740,164768,0.361,214656,0.582,27840,0.061,55680,0.19,9028088,296.537,7561832,400.068,0,0.108,0,0.109
1740,164768,0.367,214656,0.562,27840,0.059,55680,0.197,9028088,341.482,7561832,363.486,0,0.103,0,0.103
1740,164768,0.365,214656,0.561,27840,0.06,55680,0.192,9028088,292.471,7561832,356.709,0,0.108,0,0.108
1750,167920,0.376,218192,0.616,28000,0.059,56000,0.192,9074168,304.257,7500512,442.918,0,0.109,0,0.128
1750,167920,0.363,218192,0.635,28000,0.06,56000,0.194,9074168,300.055,7500512,392.366,0,0.103,0,0.103
1750,167920,0.467,218192,0.585,28000,0.059,56000,0.197,9074168,344.16,7500512,432.123,0,0.111,0,0.108
1750,167920,0.375,218192,0.61,28000,0.06,56000,0.192,9074168,332.097,7500512,528.584,0,0.104,0,0.109
1750,167920,0.377,218192,0.765,28000,0.06,56000,0.192,9074168,303.204,7500512,914.376,0,0.109,0,0.103
1760,168552,0.379,218920,0.827,28160,0.067,56320,0.199,9120248,427.941,7562616,582.76,0,0.11,0,0.131
1760,168552,0.526,218920,0.995,28160,0.065,56320,0.195,9120248,303.577,7562616,525.78,0,0.104,0,0.11
1760,168552,0.647,218920,1.082,28160,0.06,56320,0.193,9120248,301.762,7562616,436.264,0,0.109,0,0.105
1760,168552,0.435,218920,1.235,28160,0.059,56320,0.193,9120248,294.622,7562616,416.606,0,0.104,0,0.11
1760,168552,0.43,218920,1.012,28160,0.059,56320,0.199,9120248,304.894,7562616,468.677,0,0.111,0,0.104
1770,169304,0.601,219928,1.012,28320,0.061,56640,0.194,9166328,304.176,7582048,380.252,0,0.114,0,0.131
1770,169304,0.609,219928,0.991,28320,0.06,56640,0.227,9166328,355.269,7582048,612.69,0,0.105,0,0.11
1770,169304,0.409,219928,1.123,28320,0.06,56640,0.195,9166328,378.635,7582048,424.752,0,0.111,0,0.104
1770,169304,0.741,219928,0.974,28320,0.074,56640,0.202,9166328,307.139,7582048,376.283,0,0.105,0,0.11
1770,169304,0.797,219928,0.963,28320,0.06,56640,0.196,9166328,330.44,7582048,478.708,0,0.11,0,0.111
1780,170440,0.581,221832,1,28480,0.068,56960,0.196,9212408,307.005,7581208,426.228,0,0.111,0,0.124
1780,170440,0.567,221832,0.989,28480,0.061,56960,0.195,9212408,309.964,7581208,403.957,0,0.105,0,0.111
1780,170440,0.57,221832,0.95,28480,0.06,56960,0.201,9212408,308.016,7581208,387.124,0,0.111,0,0.111
1780,170440,0.568,221832,0.954,28480,0.06,56960,0.196,9212408,318.952,7581208,378.8,0,0.11,0,0.105
1780,170440,0.374,221832,0.956,28480,0.061,56960,0.281,9212408,338.364,7581208,416.492,0,0.109,0,0.11
1790,171096,0.595,222616,0.945,28640,0.072,57280,0.206,9258488,321.815,7506000,365.426,0,0.111,0,0.132
1790,171096,0.993,222616,0.643,28640,0.061,57280,0.205,9258488,310.81,7506000,369.6,0,0.121,0,0.106
1790,171096,0.775,222616,0.727,28640,0.06,57280,0.198,9258488,347.228,7506000,413.192,0,0.114,0,0.112
1790,171096,0.904,222616,0.995,28640,0.061,57280,0.2,9258488,316.571,7506000,367.491,0,0.107,0,0.111
1790,171096,0.961,222616,0.952,28640,0.061,57280,0.204,9258488,311.314,7506000,384.627,0,0.112,0,0.106
1800,171704,0.709,223288,0.986,28800,0.068,57600,0.2,9304568,377.658,7564744,404.633,0,0.107,0,0.133
1800,171704,0.658,223288,0.98,28800,0.061,57600,0.198,9304568,313.082,7564744,374.97,0,0.115,0,0.112
1800,171704,1.464,223288,0.959,28800,0.062,57600,0.199,9304568,309.704,7564744,394.438,0,0.107,0,0.107
1800,171704,1.03,223288,0.949,28800,0.06,57600,0.215,9304568,329.945,7564744,377.912,0,0.116,0,0.112
1800,171704,0.849,223288,0.954,28800,0.067,57600,0.199,9304568,336.874,7564744,362.897,0,0.107,0,0.112
1810,172288,0.996,223904,0.878,28960,0.062,57920,0.2,9350648,314.12,7551752,427.196,0,0.112,0,0.13
1810,172288,1.264,223904,0.603,28960,0.061,57920,0.207,9350648,318.827,7551752,382.53,0,0.107,0,0.114
1810,172288,1.877,223904,0.581,28960,0.061,57920,0.199,9350648,371.062,7551752,370.128,0,0.112,0,0.113
1810,172288,1.558,223904,0.589,28960,0.062,57920,0.202,9350648,391.604,7551752,410.948,0,0.112,0,0.107
1810,172288,1.252,223904,0.616,28960,0.07,57920,0.2,9350648,324.371,7551752,563.445,0,0.108,0,0.112
1820,173400,1.115,225752,0.628,29120,0.063,58240,0.206,9396728,399.256,7625672,687.007,0,0.114,0,0.132
1820,173400,1.03,225752,0.639,29120,0.061,58240,0.201,9396728,376.878,7625672,760.633,0,0.113,0,0.107
1820,173400,0.994,225752,0.6,29120,0.061,58240,0.201,9396728,324.674,7625672,670.014,0,0.114,0,0.113
1820,173400,1.027,225752,0.59,29120,0.068,58240,0.208,9396728,413.915,7625672,512.253,0,0.108,0,0.113
1820,173400,1.21,225752,0.586,29120,0.062,58240,0.201,9396728,342.564,7625672,698.808,0,0.113,0,0.11
1830,173792,1.04,225920,0.633,29280,0.062,58560,0.201,9442808,399.331,7583952,618.058,0,0.109,0,0.134
1830,173792,0.771,225920,0.612,29280,0.061,58560,0.201,9442808,345.811,7583952,475.407,0,0.116,0,0.114
1830,173792,0.828,225920,0.593,29280,0.066,58560,0.209,9442808,338.358,7583952,579.432,0,0.109,0,0.108
1830,173792,0.884,225920,0.87,29280,0.063,58560,0.201,9442808,328.521,7583952,471.547,0,0.114,0,0.113
1830,173792,0.893,225920,1.117,29280,0.062,58560,0.202,9442808,369.667,7583952,481.615,0,0.109,0,0.115
1840,174424,1.104,226648,0.915,29440,0.062,58880,0.203,5686920,329.914,7526216,676.988,0,0.121,0,0.135
1840,174424,1.231,226648,0.976,29440,0.061,58880,0.209,5686920,322.598,7526216,711.461,0,0.114,0,0.109
1840,174424,0.87,226648,0.847,29440,0.069,58880,0.205,5686920,352.441,7526216,473.076,0,0.109,0,0.116
1840,174424,1.842,226648,1.073,29440,0.076,58880,0.202,5686920,326.593,7526216,548.802,0,0.114,0,0.114
1840,174424,1.009,226648,0.849,29440,0.069,58880,0.209,5686920,330.792,7526216,614.026,0,0.109,0,0.11
1850,175488,1.329,228384,1.097,29600,0.063,59200,0.204,5712712,397.938,7562504,754.088,0,0.115,0,0.137
1850,175488,1.079,228384,1.021,29600,0.062,59200,0.204,5712712,340.028,7562504,818.586,0,0.11,0,0.115
1850,175488,0.876,228384,0.797,29600,0.062,59200,0.206,5712712,331.761,7562504,794.299,0,0.115,0,0.11
1850,175488,0.876,228384,0.617,29600,0.063,59200,0.209,5712712,382.121,7562504,628.603,0,0.113,0,0.115
1850,175488,1.108,228384,0.601,29600,0.068,59200,0.204,5712712,348.758,7562504,617.646,0,0.115,0,0.115
1860,176072,1.161,229000,0.637,29760,0.063,59520,0.206,5705168,330.816,7521008,630.546,0,0.11,0,0.13
1860,176072,0.912,229000,0.604,29760,0.063,59520,0.211,5705168,369.746,7521008,804.025,0,0.115,0,0.116
1860,176072,1.044,229000,0.593,29760,0.063,59520,0.207,5705168,352.023,7521008,622.641,0,0.11,0,0.116
1860,176072,0.909,229000,0.594,29760,0.07,59520,0.205,5705168,335.058,7521008,492.716,0,0.116,0,0.11
1860,176072,0.817,229000,0.59,29760,0.064,59520,0.268,5705168,350.544,7521008,528.647,0,0.111,0,0.115
1870,177088,0.442,230624,0.636,29920,0.064,59840,0.213,5848040,360.967,7720232,638.93,0,0.117,0,0.137
1870,177088,0.451,230624,0.623,29920,0.064,59840,0.209,5848040,410.961,7720232,438.196,0,0.121,0,0.116
1870,177088,1.131,230624,0.604,29920,0.074,59840,0.206,5848040,406.578,7720232,598.513,0,0.112,0,0.111
1870,177088,1.291,230624,0.625,29920,0.064,59840,0.206,5848040,384.35,7720232,436.746,0,0.118,0,0.116
1870,177088,0.674,230624,0.595,29920,0.064,59840,0.212,5848040,343.636,7720232,601.557,0,0.111,0,0.117
1880,180176,0.603,233648,0.663,30080,0.063,60160,0.207,5855232,340.864,7713120,483.419,0,0.117,0,0.131
1880,180176,0.728,233648,0.599,30080,0.062,60160,0.214,5855232,330.62,7713120,482.316,0,0.112,0,0.116
1880,180176,0.766,233648,0.599,30080,0.071,60160,0.214,5855232,336.333,7713120,891.129,0,0.117,0,0.116
1880,180176,0.464,233648,0.601,30080,0.063,60160,0.206,5855232,352.096,7713120,856.764,0,0.112,0,0.111
1880,180176,0.543,233648,0.596,30080,0.063,60160,0.206,5855232,416.541,7713120,697.393,0,0.117,0,0.116
1890,181264,0.962,235440,0.651,30240,0.064,60480,0.211,5815504,338.787,7596528,847.245,0,0.121,0,0.137
1890,181264,0.776,235440,0.64,30240,0.071,60480,0.213,5815504,360.439,7596528,804.667,0,0.113,0,0.117
1890,181264,0.793,235440,0.613,30240,0.065,60480,0.208,5815504,352.752,7596528,778.129,0,0.118,0,0.113
1890,181264,1.01,235440,0.617,30240,0.065,60480,0.208,5815504,336.557,7596528,798.244,0,0.112,0,0.117
1890,181264,0.795,235440,0.603,30240,0.064,60480,0.215,5815504,330.139,7596528,592.563,0,0.118,0,0.117
1900,181920,0.662,236224,0.655,30400,0.071,60800,0.212,5890256,407.791,7747056,755.925,0,0.113,0,0.13
1900,181920,0.43,236224,0.616,30400,0.071,60800,0.209,5890256,350.662,7747056,512.378,0,0.119,0,0.118
1900,181920,0.442,236224,0.62,30400,0.065,60800,0.209,5890256,349.664,7747056,650.04,0,0.118,0,0.118
1900,181920,0.533,236224,0.607,30400,0.065,60800,0.215,5890256,415.315,7747056,505.257,0,0.116,0,0.113
1900,181920,0.786,236224,0.615,30400,0.065,60800,0.209,5890256,359.055,7747056,514.557,0,0.122,0,0.118
1910,182048,0.58,235776,0.649,30560,0.068,61120,0.215,5849592,340.316,7628280,507.753,0,0.114,0,0.141
1910,182048,0.571,235776,0.618,30560,0.065,61120,0.215,5849592,949.77,7628280,485.134,0,0.12,0,0.121
1910,182048,0.466,235776,0.615,30560,0.064,61120,0.21,5849592,684.501,7628280,423.055,0,0.114,0,0.113
1910,182048,0.796,235776,0.6,30560,0.064,61120,0.21,5849592,508.422,7628280,531.831,0,0.119,0,0.118
1910,182048,0.509,235776,0.613,30560,0.073,61120,0.211,5849592,433.943,7628280,425.36,0,0.123,0,0.119
1920,182584,0.81,236280,0.654,30720,0.065,61440,0.218,5858968,355.763,7626264,539.918,0,0.12,0,0.132
1920,182584,0.893,236280,0.615,30720,0.064,61440,0.211,5858968,479.528,7626264,446.991,0,0.116,0,0.118
1920,182584,0.661,236280,0.61,30720,0.065,61440,0.211,5858968,412.322,7626264,445.687,0,0.119,0,0.118
1920,182584,0.523,236280,0.612,30720,0.071,61440,0.218,5858968,374.596,7626264,459.95,0,0.114,0,0.115
1920,182584,0.488,236280,0.608,30720,0.065,61440,0.213,5858968,410.239,7626264,564.582,0,0.118,0,0.119
1930,184200,0.501,239304,0.662,30880,0.079,61760,0.212,5872472,352.385,7633880,581.288,0,0.131,0,0.141
1930,184200,0.655,239304,0.624,30880,0.066,61760,0.212,5872472,362.052,7633880,475.067,0,0.122,0,0.12
1930,184200,0.842,239304,0.62,30880,0.092,61760,0.218,5872472,454.466,7633880,458.398,0,0.12,0,0.115
1930,184200,0.672,239304,0.62,30880,0.066,61760,0.214,5872472,345.212,7633880,458.201,0,0.114,0,0.12
1930,184200,0.677,239304,0.618,30880,0.072,61760,0.213,5872472,351.716,7633880,629.347,0,0.135,0,0.12
1940,184376,0.796,238968,0.674,31040,0.067,62080,0.22,5915040,418.605,7709312,477.878,0,0.121,0,0.142
1940,184376,0.76,238968,0.625,31040,0.066,62080,0.213,5915040,362.76,7709312,516.901,0,0.115,0,0.115
1940,184376,0.701,238968,0.63,31040,0.065,62080,0.282,5915040,365.077,7709312,457.876,0,0.121,0,0.12
1940,184376,1.268,238968,0.62,31040,0.069,62080,0.214,5915040,370.434,7709312,509.502,0,0.116,0,0.121
1940,184376,0.686,238968,0.621,31040,0.066,62080,0.219,5915040,367,7709312,460.556,0,0.12,0,0.115
1950,185416,0.466,240648,0.675,31200,0.066,62400,0.214,5925880,381.968,7710712,460.081,0,0.126,0,0.141
1950,185416,0.456,240648,0.631,31200,0.066,62400,0.214,5925880,428.371,7710712,511.925,0,0.117,0,0.121
1950,185416,0.466,240648,0.62,31200,0.065,62400,0.222,5925880,354.772,7710712,459.038,0,0.121,0,0.121
1950,185416,0.855,240648,0.63,31200,0.078,62400,0.214,5925880,379.541,7710712,594.169,0,0.116,0,0.126
1950,185416,0.492,240648,0.62,31200,0.067,62400,0.214,5925880,379.517,7710712,472.222,0,0.128,0,0.121
1960,186576,0.558,242608,0.678,31360,0.066,62720,0.216,5936144,370.924,7710768,523.025,0,0.128,0,0.144
1960,186576,0.549,242608,0.647,31360,0.065,62720,0.221,5936144,423.775,7710768,518.941,0,0.121,0,0.123
1960,186576,0.535,242608,0.632,31360,0.074,62720,0.218,5936144,380.762,7710768,524.625,0,0.123,0,0.116
1960,186576,0.461,242608,0.649,31360,0.066,62720,0.215,5936144,360.708,7710768,535.066,0,0.115,0,0.122
1960,186576,0.455,242608,0.642,31360,0.066,62720,0.221,5936144,389.186,7710768,481.575,0,0.128,0,0.121
1970,186968,0.471,242776,0.681,31520,0.067,63040,0.216,5920920,368.005,7651352,498.858,0,0.122,0,0.143
1970,186968,0.534,242776,0.657,31520,0.075,63040,0.218,5920920,364.756,7651352,530.962,0,0.116,0,0.118
1970,186968,0.967,242776,0.633,31520,0.067,63040,0.216,5920920,498.747,7651352,486.418,0,0.121,0,0.122
1970,186968,0.943,242776,0.627,31520,0.067,63040,0.222,5920920,379.365,7651352,484.203,0,0.121,0,0.122
1970,186968,0.973,242776,0.664,31520,0.067,63040,0.216,5920920,476.081,7651352,516.322,0,0.116,0,0.117
1980,187576,1.005,243448,0.685,31680,0.075,63360,0.217,5967544,402.144,7736248,603.248,0,0.127,0,0.144
1980,187576,0.984,243448,0.644,31680,0.072,63360,0.225,5967544,369.427,7736248,491.955,0,0.118,0,0.123
1980,187576,0.992,243448,0.665,31680,0.067,63360,0.217,5967544,441.335,7736248,527.825,0,0.127,0,0.123
1980,187576,0.9,243448,0.644,31680,0.067,63360,0.218,5967544,437.669,7736248,522.545,0,0.128,0,0.117
1980,187576,0.647,243448,0.641,31680,0.074,63360,0.216,5967544,380.95,7736248,482.831,0,0.118,0,0.123
1990,187944,0.647,243560,0.686,31840,0.068,63680,0.225,5969672,411.609,7717320,537.263,0,0.128,0,0.144
1990,187944,0.95,243560,0.664,31840,0.069,63680,0.218,5969672,378.849,7717320,510.23,0,0.125,0,0.123
1990,187944,0.858,243560,0.633,31840,0.067,63680,0.219,5969672,409.253,7717320,591.34,0,0.118,0,0.118
1990,187944,0.885,243560,0.636,31840,0.074,63680,0.224,5969672,409.994,7717320,530.524,0,0.13,0,0.123
1990,187944,0.937,243560,0.635,31840,0.067,63680,0.22,5969672,444.545,7717320,623.094,0,0.118,0,0.123
2000,189008,0.955,245296,0.694,32000,0.068,64000,0.22,6005520,437.99,7777072,501.048,0,0.176,0,0.146
2000,189008,0.974,245296,0.626,32000,0.067,64000,0.219,6005520,375.053,7777072,527.48,0,0.135,0,0.12
2000,189008,0.957,245296,0.649,32000,0.09,64000,0.225,6005520,405.791,7777072,469.425,0,0.128,0,0.124
2000,189008,0.909,245296,0.649,32000,0.11,64000,0.219,6005520,438.424,7777072,520.287,0,0.121,0,0.124
2000,189008,0.864,245296,0.614,32000,0.14,64000,0.221,6005520,395.841,7777072,494.084,0,0.123,0,0.119
2010,189808,0.541,246416,0.699,32160,0.104,64320,0.226,6027016,414.668,7803336,484.643,0,0.124,0,0.146
2010,189808,0.46,246416,0.642,32160,0.118,64320,0.22,6027016,404.598,7803336,471.706,0,0.119,0,0.124
2010,189808,0.45,246416,0.624,32160,0.07,64320,0.232,6027016,398.539,7803336,551.305,0,0.124,0,0.124
2010,189808,0.453,246416,0.641,32160,0.069,64320,0.25,6027016,446.529,7803336,470.313,0,0.123,0,0.119
2010,189808,0.435,246416,0.65,32160,0.068,64320,0.293,6027016,407.62,7803336,499.513,0,0.118,0,0.126
2020,190632,0.452,247592,0.691,32320,0.069,64640,0.231,6091176,380.731,7809832,475.117,0,0.125,0,0.147
2020,190632,0.445,247592,0.665,32320,0.069,64640,0.217,6091176,512.182,7809832,472.745,0,0.126,0,0.125
2020,190632,0.497,247592,0.645,32320,0.068,64640,0.256,6091176,404.601,7809832,521.059,0,0.12,0,0.12
2020,190632,0.627,247592,0.623,32320,0.069,64640,0.216,6091176,532.29,7809832,479.456,0,0.125,0,0.125
2020,190632,0.521,247592,0.678,32320,0.071,64640,0.217,6091176,394.881,7809832,506.223,0,0.125,0,0.125
2030,193928,0.485,250760,0.696,32480,0.069,64960,0.224,6111568,443.337,7833520,468.7,0,0.12,0,0.147
2030,193928,1.27,250760,0.634,32480,0.071,64960,0.231,6111568,389.76,7833520,606.299,0,0.125,0,0.123
2030,193928,1.154,250760,0.666,32480,0.069,64960,0.233,6111568,446.998,7833520,593.681,0,0.128,0,0.126
2030,193928,1.265,250760,0.647,32480,0.07,64960,0.218,6111568,447.275,7833520,562.766,0,0.133,0,0.126
2030,193928,0.723,250760,0.628,32480,0.069,64960,0.223,6111568,385.8,7833520,563.412,0,0.125,0,0.125
2040,195304,1.207,253224,0.699,32640,0.068,65280,0.218,6111824,388.291,7810224,584.779,0,0.129,0,0.149
2040,195304,1.483,253224,0.672,32640,0.068,65280,0.246,6111824,452.681,7810224,515.982,0,0.121,0,0.121
2040,195304,1.373,253224,0.636,32640,0.07,65280,0.224,6111824,381.301,7810224,788.404,0,0.126,0,0.126
2040,195304,1.182,253224,0.657,32640,0.069,65280,0.219,6111824,428.83,7810224,524.966,0,0.122,0,0.126
2040,195304,0.877,253224,0.639,32640,0.068,65280,0.218,6111824,412.613,7810224,555.033,0,0.126,0,0.122
